labels,Area,Perim.,Circ.,Feret,MinFeret,AR,Round,Solidity,Esferoide,dia,Diameter,n_diam
000px,2668.2568,228.4795,0.8932408081882804,66.21530303546336,68.0477,1.0694808464678638,0.9344366519856135,0.9684,si,3,66.3655830159083,17.31189736126332
000q0,6009.2465,312.8576,0.7844148533980217,101.0997078867645,76.88,1.3745800157815458,0.72730387621543,0.9515,si,3,90.27045295548808,109.65336894486212
000qh,16358.7381,490.8434,0.8516401138827976,147.48085895408173,144.2174,1.0782551898847474,0.9275377482845176,0.983,si,3,144.19662681956396,634.1410087702542
000qj,15335.9539,524.2858,0.7566060694176768,164.93742822609588,134.5306,1.092246068629143,0.9158442200870515,0.9693,si,3,141.55196911640348,597.6382506728056
000qq,14441.1167,454.2536,0.7986087845795835,99.7817988075685,131.3265,1.0283765205130422,0.9720363352060661,0.9753,si,3,124.88459197984665,501.75746328713353
000qu,17312.5003,535.4567,0.731784856764055,163.9817033977606,138.9998,1.2704312828728104,0.7873005208186062,0.9746,si,3,148.30710993057633,690.0438635241061
000qz,4555.8802,229.9149,0.9094821583735302,48.02523676095618,74.2948,1.0630374785269745,0.9406172561344104,0.9787,si,3,68.75140826201783,54.497108337503015
000r1,6080.8656,307.0426,0.8168159961097479,89.68175127801231,87.3712,1.1382629851588346,0.8790992637133497,0.9693,si,3,88.12996295625258,97.3655660254543
000re,12405.7941,406.5469,0.827326874390143,156.01423013939183,107.9601,1.2806457898653134,0.780311267683934,0.9666,si,3,120.38452807600862,380.97684829024394
000rf,20809.2783,562.4319,0.8540148182985083,162.644106223894,153.7494,1.0501213850567392,0.952190571865563,0.9831,si,3,160.06679248571484,824.5189848556074
000rh,17737.8065,499.3952,0.8953818857571261,150.1176623859494,138.9044,1.023069107893115,0.9772072425594356,0.9785,si,3,142.20891841081382,704.1458968378237
000ri,6211.409,323.9202,0.8334137409496087,131.43275558373796,94.2993,1.1132876236895948,0.8992924632912149,0.9759,si,3,96.60938007162486,114.00748999939351
000rq,3782.9101,282.8501,0.9030342680549629,91.60610508933647,84.2071,1.0891556332057915,0.9183801483154757,0.9769,si,3,81.15348182538008,43.63314856717386
000rx,21545.8991,612.296,0.7585260299613984,192.67092239509404,160.9662,1.184761638719994,0.8439172227205932,0.9652,si,3,170.53452956278565,849.0731592851521
000rz,4617.694,260.5737,0.8998602487553442,92.3693352047533,74.2934,1.0710817047087193,0.9335166593919703,0.9806,si,3,79.60579203591419,47.327083517073305
000s1,1291.798,212.4173,0.8883978255428722,62.37937361727845,61.7677,1.0377425952511707,0.9632086283022115,0.9742,si,3,57.84480866490819,8.96533897216547
000sh,1054.8139,134.9621,0.8719478311858655,51.90845408508162,36.2331,1.3594258814916955,0.7353176435580258,0.9698,si,3,41.6662956698744,8.26584724008037
000si,14979.5388,502.545,0.7292208726831179,154.8934542849588,125.5259,1.2372043626085478,0.807637222100738,0.9509,si,3,136.92049061632048,540.9555410418111
